Numer_wyprawy,MEMBID,MYEAR,FNAME,LNAME
EVER03152,16,2003,Diego,Wellig
EVER03153,1,2003,Sergi,Mingote Moreno
EVER03153,2,2003,Thilen,Sherpa
EVER03153,3,2003,Nima Dorje,Sherpa
EVER03154,1,2003,Alexander (Alex),Abramov
EVER03154,2,2003,Vasili,Elagin
EVER03154,3,2003,Bidzina,Gujabidze
EVER03154,4,2003,Sergei,Kaymachnikov
EVER03154,5,2003,Sergei,Larin
EVER03154,6,2003,Mikhail,Litinsky
EVER03154,7,2003,Dmitri,Moskalev
EVER03154,8,2003,Viatcheslav,Pashkov
EVER03154,9,2003,Vladimir,Pushkarev
EVER03154,10,2003,Alexander,Sergeev
EVER03154,11,2003,Yuri,Soyfer
EVER03154,12,2003,Igor,Tsarev
EVER03155,1,2003,Valentin,Bojoukov
EVER03155,2,2003,Viatcheslav (Slava),Skripko
EVER03156,1,2003,Andre,Menu
EVER03157,1,2003,Dong-Hyeon,Kim
EVER03157,2,2003,Ho-Young,Kim
EVER03157,3,2003,Jong-Gyu,Kim
EVER03157,4,2003,Chang-Hwan,Lim
EVER03157,5,2003,Jong-Ha,Lim
EVER03157,6,2003,Ung-Hee,Ryu
EVER03158,1,2003,Nar,Lai
EVER03158,2,2003,Rein,Loik
EVER03158,3,2003,Raivo,Plumer
EVER03158,4,2003,Margus,Proos
EVER03158,5,2003,Toivo,Sarmet
EVER03158,6,2003,Alar,Sikk
EVER03158,7,2003,Boriss,Slepikovski
EVER03158,8,2003,Saulius,Vilius
EVER03159,1,2003,Takashi,Amemiya
EVER03159,2,2003,Nobuo,Fujimura
EVER03159,3,2003,Philippe,Grenier
EVER03159,4,2003,Kiyoyuki,Izumida
EVER03159,5,2003,Toru,Kitazawa
EVER03159,6,2003,Kazuharu,Kohara
EVER03159,7,2003,Masao,Konno
EVER03159,8,2003,Eku,Maeda
EVER03159,9,2003,Miho,Miyadera
EVER03159,10,2003,Susumu,Ogasawara
EVER03159,11,2003,Hiroyuki,Okochi
EVER03159,12,2003,Akira,Takabatake
EVER03159,13,2003,Motoyoshi,Tanaka
EVER03159,14,2003,Makoto,Uchida
EVER03159,15,2003,Pemba Tshering,Sherpa
EVER03159,16,2003,Pemba Tenzing,Sherpa
EVER03159,17,2003,Da Dendi (Da Tendi),Sherpa
EVER03159,18,2003,Lhakpa Temba,Sherpa
EVER03159,19,2003,Pasang,Tamang
EVER03159,20,2003,Pemba,Sherpa
EVER03160,1,2003,Fumio,Araki
EVER03160,2,2003,Katsumi,Ito
EVER03160,3,2003,Shinichi,Mokudai
EVER03160,4,2003,Jun,Yasumura
EVER03160,5,2003,Dawa Tshering (Dawa Chhiri),Sherpa
EVER03160,6,2003,Tamting,Sherpa
EVER03161,1,2003,Jan Krysztof,Liszewski
EVER03162,1,2003,Vladimir,Belous
EVER03162,2,2003,Andrei,Dulsky
EVER03162,3,2003,Marina,Ershova
EVER03162,4,2003,Vladimir,Gaidamak
EVER03162,5,2003,Thomas G. (Tom),Masterson
EVER03162,6,2003,Anatoli,Moshnikov
EVER03162,7,2003,Oleg,Nassedkine
EVER03162,8,2003,Dmitri,Pryutts
EVER03162,9,2003,Nikolai,Totmyanin
EVER03163,1,2003,Josef,Kubicek
EVER03163,2,2003,Petr,Machold
EVER03164,1,2003,Lucian Vasile,Bogdan
EVER03164,2,2003,Gheorghe,Dijmarescu
EVER03164,3,2003,Vasile,Dogaru
EVER03164,4,2003,Cornel,Galescu
EVER03164,5,2003,Marius,Gane
EVER03164,6,2003,Krishan,George
EVER03164,7,2003,David,Neacsu
EVER03164,8,2003,Mihai-Ovidiu,Sima
EVER03164,9,2003,Iosif-Sorin,Smilovici
EVER03164,10,2003,Teodor-Petru,Tulpan
EVER03164,11,2003,Serban,Georgescu
EVER03164,12,2003,Sebastian,Koga
EVER03164,13,2003,Daniel,Pisica
EVER03164,14,2003,Amedeo,Ruchareanu
EVER03164,15,2003,Nima Gombu (Gombu),Sherpa
EVER03164,16,2003,Dawa Nuru/Norbu,Sherpa
EVER03164,17,2003,Lakpa/Lhakpa,Sherpa
EVER03164,18,2003,Mingkipa,Sherpa
EVER03164,19,2003,Mingma Gelu,Sherpa
EVER03164,20,2003,Chewang Dorje,Sherpa
EVER03164,21,2003,Pemba Chhoti,Sherpa
EVER03165,1,2003,Jun-Chi,Chen
EVER03165,2,2003,Wei-Wen,Li
EVER03165,3,2003,Qun,Liang
EVER03165,4,2003,Fu-Yong,Liu
EVER03165,5,2003,Jian,Liu
EVER03165,6,2003,Shi,Wang
EVER03165,7,2003,Yong-Feng,Wang
EVER03165,8,2003,Chao-Yang,Zhang
EVER03165,9,2003,Liang,Zhang
EVER03165,10,2003,Xing-Kang (Shiyi Lang),Zhou
EVER03165,11,2003,Ngawang Norbu (Awang Luobo),
EVER03165,12,2003,Fu-Qing (Jing-Yang),Li
EVER03165,13,2003,Mou,Zhiping
EVER03165,14,2003,Phurbu Dhondup (Big),
EVER03165,15,2003,Bin,Sun
EVER03165,16,2003,Ling,Xin
EVER03165,17,2003,Tashi Tsering (Big),
EVER03165,18,2003,Zhen-Huang,Zhu
EVER03165,19,2003,Nyima Tsering (Nima Ciren),
EVER03165,20,2003,Phinzo/Phinjo,Sherpa
EVER03165,21,2003,"Phu Dorje (Fu Dorji, Fudorjee)",Sherpa
EVER03165,22,2003,Pemba Dorje,Sherpa
EVER03165,23,2003,Tashi Tshering,Sherpa
EVER03165,24,2003,Lhakpa Nuru,Sherpa
EVER03165,25,2003,Phurbu Dhondup (Small),
EVER03165,26,2003,Shen,Luo
EVER03165,27,2003,Wangdu (Big),
EVER03166,1,2003,Jae-Yong,Ahn
EVER03166,2,2003,In-Kyu,Bok
EVER03166,3,2003,Myung-Jin,Ho
EVER03166,4,2003,Chong-Deug,Ji
EVER03166,5,2003,Tae-Sun,Kang
EVER03166,6,2003,Hoo-Young,Kim
EVER03166,7,2003,Nam-Il,Kim
EVER03166,8,2003,Jong-Yeal,Ko
EVER03166,9,2003,Yong-Jun,Ko
EVER03166,10,2003,Eun-Soo,Koo
EVER03166,11,2003,Jung-Kwan,Lee
EVER03166,12,2003,Jong-Gwan,Park
EVER03166,13,2003,Joo-Hoon,Park
EVER03166,14,2003,Jong-Woo,Park
EVER03166,15,2003,Ki-Sung,Park
EVER03166,16,2003,Kwan-Ju,Ra
EVER03166,17,2003,Kyong-Su,Ryu
EVER03166,18,2003,Hong-Gil,Um
EVER03166,19,2003,Byung-Eun,Yeo
EVER03166,20,2003,Chimi (Xiao Qimi),
EVER03166,21,2003,Gyala (Jiala),
EVER03166,22,2003,"Phurba Drugar (Pubo Doga, Pupatika)",
EVER03166,23,2003,"Phuntsok (Phinzo, Tsering Phinzo)",
EVER03166,24,2003,"Cang La (Canglha, Cangmula)",
EVER03166,25,2003,Pasang Namgyal,Sherpa
EVER03168,1,2003,Clifford (Cliff),Dargonne
EVER03168,2,2003,Sean Christopher,McEvoy
EVER03168,3,2003,Kevin Lee,Neal
EVER03168,4,2003,Charles Scott,Woolums
EVER03168,5,2003,Mingma Tshering (Mingma Chhiri),Sherpa
EVER03168,6,2003,Jangbu,Sherpa
EVER03169,1,2003,Ungdi Tshering,Sherpa
EVER03170,1,2003,Walid,Abuhaidar
EVER03170,2,2003,Conan,Harrod
EVER03170,3,2003,Philip,James
EVER03170,4,2003,Peter,Madew
EVER03170,5,2003,Patricia Mary,McGuirk
EVER03170,6,2003,David (Dave),Allason-Pritt
EVER03167,1,2003,Josu,Feijoo Gayoso
EVER03116,1,2003,Rosa Maria,Fernandez Rubio
EVER03123,1,2003,Kunga,Bhutia
EVER03123,2,2003,Til Bikram,Budhathoki
EVER03123,3,2003,Atanu,Chatterjee
EVER03123,4,2003,Tushar Kanti,Dey Tapadar
EVER03123,5,2003,Kulwant Singh,Dhami
EVER03123,6,2003,Roshan,Ghatraj
EVER03123,7,2003,Anil,Gurtoo
EVER03123,8,2003,Karma Gyeltshen,
EVER03123,9,2003,Amar,Prakash Dogra
EVER03123,10,2003,Mahendra,Pradhan
EVER03123,11,2003,Ang Norbu,Sherpa
EVER03123,12,2003,Kusang Dorjee,Sherpa
EVER03123,13,2003,Nadre,Sherpa
EVER03123,14,2003,Sangay Dorje,Sherpa
EVER03123,15,2003,Vijay,Singh Thakur
EVER03123,16,2003,Phul Maya,Tamang
HCHI03101,1,2003,Chan-Il,Jeong
HCHI03101,2,2003,Hee-Sick,Jeong
HCHI03101,3,2003,Jeon-Am,Kim
HCHI03101,4,2003,Seung-Koo,Kim
HCHI03101,5,2003,Sung-Ho,Kim
HCHI03101,6,2003,Kyoung-Mo,Koo
HCHI03101,7,2003,Yun-Ji,Lee
HCHI03101,8,2003,Cheol-Mok,Yoo
HCHI03102,1,2003,Katsuo,Fukuhara
HCHI03102,2,2003,Tadashi,Morita
HCHI03102,3,2003,Kanji,Shimizu
HCHI03102,4,2003,Takashi,Shiro
HCHI03102,5,2003,Tul Bahadur,Tamang
HCHI03102,6,2003,Ram Kaji,Tamang
HCHI03102,7,2003,Durga,Rai
HIML03101,1,2003,Andoni,Etxezarreta
HIML03101,2,2003,Mitxel,Insausti
HIML03101,3,2003,Ramon,Iturrikastillo
HIML03101,4,2003,Juan Ramon,Jodar
HIML03101,5,2003,Inigo,Loyola Larranaga
HIML03101,6,2003,Francisco,Marquez
HIML03101,7,2003,Josu,Pereda
HIML03101,8,2003,Jose Alejandro,Torres Murgiondo
JANU03101,1,2003,Erhard,Loretan
JANU03101,2,2003,Frederic George Gilbert,Roux
JANU03101,3,2003,Stephan,Siegrist
JANU03101,4,2003,Ueli,Steck
KANG03101,1,2003,Alan Charles,Hinkes
KANG03102,1,2003,Roland Stuart,Hunter
KANG03102,2,2003,Michael (Mick),Parker
KANG03102,3,2003,Gary Scott,Pfisterer
KANG03102,4,2003,Anthony Eric (Tony),Tonsing
KANG03102,5,2003,Frederick (Frits),Vrijlandt
KANG03102,6,2003,Paul,Walters
KANG03103,1,2003,Norbert,Joos
KANG03103,2,2003,Jakob (Kobi),Reichen
KANG03103,3,2003,Josette,Valloton
KANG03104,1,2003,Ralf,Dujmovits
KANG03104,2,2003,Eero Veikka Juhani,Gustafsson
KANG03104,3,2003,David Johannes,Goettler
KANG03104,4,2003,Gerlinde,Kaltenbrunner
KANG03104,5,2003,Hirotaka,Takeuchi
KANG03104,6,2003,Michael,Waerthl
KANG03105,1,2003,Christine Joyce Feld,Boskoff
KANG03105,2,2003,Andrew James,Lock
KANG03106,1,2003,Christian,Kuntner
KANG03106,2,2003,Gian Mario,Merelli
KANG03106,3,2003,Silvio,Mondinelli
KANG03106,4,2003,Juan Carlos,Pauner Gotor
KGRI03101,1,2003,Masayoshi,Fujii
KGRI03101,2,2003,Takuo,Hirai
KGRI03101,3,2003,Koutaro,Igo
KGRI03101,4,2003,Hiroo,Itoh
KGRI03101,5,2003,Hidetoshi,Nakagawa
KGRI03101,6,2003,Naoki,Nakamura
KGRI03101,7,2003,Makoto,Nebuka
KGRI03101,8,2003,Kenji,Tanaka
KGRI03101,9,2003,Minoru,Tsubakuro
LANR03101,1,2003,Stewart,Boyce
LANR03101,2,2003,Andrew,Davies
LANR03101,3,2003,Ade H.,Harris
LANR03101,4,2003,Simon Nicolas,Moore
LANR03101,5,2003,Brian,Parry
LHOT03101,1,2003,Jun,Hiraga
LHOT03101,2,2003,Sang-Bae,Lee
LHOT03101,3,2003,Ken,Noguchi
LHOT03101,4,2003,Masayuki,Takahata
LHOT03101,5,2003,Hideki,Tazuke
LHOT03101,6,2003,Sadusumi,Yoshimura
LHOT03101,7,2003,Kei,Taniguchi
LHOT03102,1,2003,Miquel (Mikel),Alvarez Menor
LHOT03103,1,2003,Ashok,Abbey
LHOT03103,2,2003,Chering Norbu,Bodh
LHOT03103,3,2003,Neel,Chand Dogra
LHOT03103,4,2003,Palden,Giachho Negi
LHOT03103,5,2003,Surjeet Singh,Thakur
LHOT03103,6,2003,Champa,Younten
LHOT03103,7,2003,Pemba Rinzi/Rinji,Sherpa
LHOT03103,8,2003,Pasang Rinji,Sherpa
LHOT03105,1,2003,Joon-Ho,Baek
LHOT03105,2,2003,Myeong-Young,Cheong
LHOT03105,3,2003,Gwang-Deuk,Choi
LHOT03105,4,2003,Jin-Chul,Choi
LHOT03105,5,2003,Sang-Mo,Chung
LHOT03105,6,2003,Byung-Yup,Han
LHOT03105,7,2003,Ki-Seok,Kang
LHOT03105,8,2003,Kyoung-Mo,Kang
LHOT03105,9,2003,Jong-Woo,Kim
LHOT03105,10,2003,Sang-Hyok,Kwon
LHOT03105,11,2003,Bong-Yeul,Lee
LHOT03105,12,2003,Mu-Taek,Park
LHOT03105,13,2003,Nuru Chhiri,Sherpa
LHOT03104,1,2003,Ramsharan,Karki
LHOT03104,2,2003,Ram Chandra,Shrestha
LHOT03104,3,2003,Rajan Kumar,Thapa
LHOT03104,4,2003,Rudra Prasad,Timalsina
LHOT03104,5,2003,Pemba Tshering (Pemba Chhiri),Sherpa
LHOT03104,6,2003,Pema Chhiring/Chhiri,Sherpa
LHOT03106,1,2003,Fausto,De Stefani
LHOT03108,1,2003,Christian,Stangl
LHOT03109,1,2003,Badia Briseida,Bonilla Luna
LHOT03109,2,2003,Mauricio Ernesto,Lopez Ahumada
LHOT03109,3,2003,Man Bahadur,Gurung
LHOT03109,4,2003,Fura Dorje (Phura Dorje),Sherpa
LHOT03110,1,2003,Sergio,De Leo
LHOT03110,2,2003,Tshiring Jangbu,Sherpa
LHOT03111,1,2003,Daniel,Gueorguievsky
LHOT03111,2,2003,Philippe,Reybreyend
LHOT03111,3,2003,Jean-Marc,Seban
LHOT03111,4,2003,Dominique,Tripier Mandancin
LHOT03111,5,2003,Francois,Vandevelde
LHOT03112,1,2003,Damian,Benegas
LHOT03112,2,2003,Guillermo (Willie),Benegas
LHOT03112,3,2003,Juan Angel,Goikoetxea Sarasola
LHOT03112,4,2003,Julio Cesar,Mesias Aillon
LHOT03112,5,2003,Edurne,Pasaban Lizarribar
LHOT03112,6,2003,Edgar Ivan,Vallejo Ricaurte
LHOT03112,7,2003,Nima Wandeki (Nima Ongdi/Wangdi),Sherpa
LHOT03113,1,2003,Kuniaki,Fukutome
LHOT03113,2,2003,Kenta,Hirose
LHOT03113,3,2003,Toshihiro,Iizuka
LHOT03113,4,2003,Koji,Nagakubo
LHOT03113,5,2003,Kazusada,Nakamura
LHOT03113,6,2003,Nobuyoshi,Ohira
LHOT03113,7,2003,Taro,Tanigawa
LHOT03113,8,2003,Takeshi,Yamamura
LHOT03113,9,2003,Yuichi,Yoshida
LHOT03113,10,2003,Phura Chhiri (Phurba Chhiri),Sherpa
LHOT03113,11,2003,Lhakpa Dorje,Sherpa
LHOT03113,12,2003,Dawa Gyalzen (Da Gyalzen),Sherpa
LHOT03107,1,2003,Bernard George,Barisas
LHOT03107,2,2003,Robert Scott,Durcanin
LHOT03107,3,2003,Lorenzo,Gariano
LHOT03107,4,2003,John Francis,Rust
LHOT03107,5,2003,Pasang Nuru,Sherpa
LHOT03107,6,2003,Pemba Chhiri,Sherpa
MAKA03101,1,2003,"Akebu (Akbu, Akbulnut)",
MAKA03101,2,2003,Gyalbu (Jiabu),
MAKA03101,3,2003,Lossang Yonden,
MAKA03101,4,2003,"Lhotse (Luoze, Lodue)",
MAKA03101,5,2003,Pemba Tashi (Bianba Zhaxi),
MAKA03101,6,2003,Phurba Tsering,
MAKA03101,7,2003,Ren Na,
MAKA03101,8,2003,Samdrup (Samdruk),
MAKA03101,9,2003,Tsering Dorje (Cerin Duoji),
MANA03101,1,2003,Anna Barbara,Czerwinska
MANA03101,2,2003,Barbara,Drnovsek
MANA03101,3,2003,Jozef,Gozdzik
MANA03101,4,2003,Piotr,Klepacz
MANA03101,5,2003,Piotr Czeslaw,Pustelnik
MANA03101,6,2003,Krzysztof (Kris),Tarasewicz
MANA03101,7,2003,Dariusz Jerzy,Zaluski
MANA03102,1,2003,Yde,De Jong
MANA03102,2,2003,Robert,De Vries
MANA03102,3,2003,Ron,Dingjan
MANA03102,4,2003,Herman,Kromhout
MANA03102,5,2003,Bert,Oortgysen
MANA03102,6,2003,Otto,Wildemans
MANA03102,7,2003,Hendricks (Rex),Snelder
MANA03102,8,2003,Peter,Steendyk
MANA03102,9,2003,Robert,Steenmeijer
MANA03102,10,2003,Martinus (Marcel),Van Berlo
MANA03102,11,2003,Stefan,Van Egten
MANA03103,1,2003,Gia,Tortladze
MANA03103,2,2003,Mamuka,Tsikhiseli
MANA03104,1,2003,Dusan,Debelak
MANA03104,2,2003,Viktor,Mlinar
MANA03104,3,2003,Javier Aritza,Monasterio Bilbao
MANA03104,4,2003,Blaz,Navrsnik
MANA03104,5,2003,Franc (Aco),Pepevnik
MANA03104,6,2003,Milan,Romih
MANA03104,7,2003,Danilo (Dani),Tic
MANA03105,1,2003,Claybourne Fox (Clay),Clarke
MANA03105,2,2003,Arnold,Coster
MANA03105,3,2003,Scott C.,Darsney
MANA03105,4,2003,Shane David,Edmonds
MANA03105,5,2003,Bruce R.,Gierszal
MANA03105,6,2003,William Taylor,Gordon
MANA03105,7,2003,Jeffrey James (Jeff),Justman
MANA03105,8,2003,Daniel Lee (Dan),Mazur
MANA03105,9,2003,Wilber M.,Seelye
MANA03105,10,2003,William Taylor (Bill),Stevenson
NEPA02301,1,2002,Herbert,Streibel
NEPA02301,2,2002,Claudia,Carl
NEPA02301,3,2002,Johann Paul,Hinterwimmer
NUPE03101,1,2003,Valeri,Babanov
NUPE03101,2,2003,Vladimir,Souviga
NUPE03102,1,2003,Robert,Alpoegger
NUPE03102,2,2003,Konrad Johan,Auer
NUPE03102,3,2003,Alois,Brugger
NUPE03102,4,2003,Johann (Hans),Kammerlander
NUPE03102,5,2003,Wilfried,Oberhofer
NUPE03102,6,2003,Hartmann,Seeber
NUPT03101,1,2003,Scott J.,Connery
NUPT03101,2,2003,Mario,Dutil
NUPT03101,3,2003,William Alan,Houghton
NUPT03101,4,2003,Elizabeth M.,Imhof
NUPT03101,5,2003,Maxime,Jean
NUPT03101,6,2003,Jason P.,Lantz
NUPT03101,7,2003,Philip A.,Plouffe
NUPT03101,8,2003,Marianne M.,Starr
NUPT03101,9,2003,Claude,St. Hilaire
NUPT03101,10,2003,David M.,Targan
NUPT03102,1,2003,Damian,Benegas
NUPT03102,2,2003,Guillermo (Willie),Benegas
PUMO03101,1,2003,Erich,Bonfert
PUMO03101,2,2003,Frederick Levi,Borst
PUMO03101,3,2003,Dene William (Deno),Hewson
PUMO03101,4,2003,Bruce,Manning
PUMO03101,5,2003,Daniel Lee (Dan),Mazur
PUMO03101,6,2003,Frederik Emmanuel J.,Muylaert
PUMO03101,7,2003,Gregory,Mills
PUMO03101,8,2003,Jay Mark,Reilly
PUMO03101,9,2003,Wolfgang,Schwemberger
PUMO03101,10,2003,Ulrich Hermann,Sure
PUMO03101,11,2003,Koenraad,Van Huffel
PUMO03101,12,2003,Ryan Powers,Waters
PUMO03101,13,2003,Clive D.,Westlake
PUMO03101,14,2003,Jangbu,Sherpa
PUMO03101,15,2003,Lhakpa (Kongle),Sherpa
PUMO03101,16,2003,Tenji/Tenzing,Sherpa
PUMO03102,1,2003,Sebastien,Chadaud
PUMO03102,2,2003,Pierrick Stephane,Dentan
PUMO03102,3,2003,Nicolas,Hale-Woods
PUMO03102,4,2003,Jean Marc,Meynet Cordonnier
PUMO03103,1,2003,Bruno,Carvalho
PUMO03103,2,2003,Adelheid (Heidi),Ceulers
PUMO03103,3,2003,Roeland (Roel),Ceulers
PUMO03103,4,2003,Antonio,Coelho
PUMO03103,5,2003,Joao Jose Silva Abranches,Garcia
PUMO03103,6,2003,Rui,Rosado
PUMO03103,7,2003,Francisco,Sancho
PUMO03103,8,2003,Helder,Santos
PURB03101,1,2003,Patrick (Pata),Degerman
PURB03101,2,2003,Kai,Kantanen
PURB03101,3,2003,Heikki Mikael,Karinen
PURB03101,4,2003,Satu,Laaksonen
PURB03101,5,2003,Tero,Linneman
PURB03101,6,2003,Kai,Paroma
PURB03101,7,2003,Mari,Salminen
PURB03101,8,2003,Jarkko,Sipila
PURB03101,9,2003,Roger,Sittnikow
PURB03101,10,2003,Artturi,Kroeger
TASH03101,1,2003,Angela,Beltrame
TASH03101,2,2003,Olaf Herbert,Koehler
TASH03101,3,2003,Frank Udo,Meutzner
TASH03101,4,2003,Goetz,Wiegand
TASH03101,5,2003,Olaf,Zill
CHOY03103,5,2003,Phinzo Norbu (Phinzo),Sherpa
CHOY03110,7,2003,Steve,Janssen
EVER03102,5,2003,Nawang Tenzing,Sherpa
EVER03102,6,2003,Phurba Thundup (Furba Tundu),Sherpa
EVER03115,4,2003,Pemba Dorje,Sherpa
EVER03115,5,2003,Dawa Chhiri (Da Chhiri),Sherpa
EVER03124,9,2003,Karma Gyalzen,Sherpa
EVER03143,8,2003,Ang Jangbu,Sherpa
EVER03145,3,2003,"Ang Gyalzen (Ang Geljen, Rinji)",Sherpa
HCHI03102,8,2003,Hit Bahadur (Hitman),Tamang
LHOT03104,7,2003,Surya Sen,Thakuri
LHOT03104,8,2003,Kalika,Baniya
MAKA03101,10,2003,Nawang Tenzing (Nawangle),Sherpa
TASH03101,6,2003,Bernd,Kohlschmidt
TASH03101,7,2003,Heiko,Kuehne
TENR02401,1,2002,Koichi,Ezaki
TENR02401,2,2002,Ruchia,Takahashi
TENR02401,3,2002,Reiko,Onda
TENR02401,4,2002,Tul Bahadur,Tamang
TENR02401,5,2002,Ryotaro,Morishita
TENR02401,6,2002,Dhanjit (Kancha),Tamang
TENR02401,7,2002,Pasang,Tamang
OMBG02401,1,2002,Anthony Victor (Vic),Saunders
OMBG02401,2,2002,Charles Henry,Burr
OMBG02401,3,2002,Josephine Francis,Cleere
OMBG02401,4,2002,Marlies,Sanders
OMBG02401,5,2002,Sonam Yeltsin,Sherpa
CTSE86101,33,1986,"Khetsun (Kaizun, Kai Zhong)",
CTSE86101,34,1986,"Lhotse (Luoze, Lodue)",
KYAS01101,1,2001,Paul,Ramsden
KYAS01101,2,2001,Michael Alan (Mick),Fowler
EVER03201,1,2003,James Kuo-Wei (Jimmy),Chin
EVER03201,2,2003,Eric J.,Henderson
EVER03201,3,2003,Stephen A.,Koch
NORB03201,1,2003,Nobuo,Akayama
NORB03201,2,2003,Tazuko,Inoue
NORB03201,3,2003,Koji,Mizutani
NORB03201,4,2003,Tamotsu,Ohnishi
NORB03201,5,2003,Takehiko,Yanagihara
NORB03201,6,2003,Chuldin Nuru (Chuldim),Sherpa
NORB03201,7,2003,Kancha Dawa,Sherpa
TASH02201,1,2002,Teruyuki,Iwasaki
TASH02201,2,2002,Chizuko,Kono
TASH02201,3,2002,Yasue,Mogi
TASH02201,4,2002,Aki,Katakura
TASH02201,5,2002,Gyalzen,Sherpa
TASH02201,6,2002,Yuichiro,Ishihara
LNKE03201,1,2003,Nobuo,Akayama
LNKE03201,2,2003,Tazuko,Inoue
LNKE03201,3,2003,Koji,Mizutani
LNKE03201,4,2003,Tamotsu,Ohnishi
LNKE03201,5,2003,Takehiko,Yanagihara
ARNK03201,1,2003,Tamotsu,Ohnishi
ARNK03201,2,2003,Nobuo,Akayama
ARNK03201,3,2003,Tazuko,Inoue
ARNK03201,4,2003,Koji,Mizutani
ARNK03201,5,2003,Takehiko,Yanagihara
ARNK03201,6,2003,Ang Phurba,Sherpa
ARNK03201,7,2003,Pasang Dikki,Sherpa
SHEY03201,1,2003,Tamotsu,Ohnishi
SHEY03201,2,2003,Nobuo,Akayama
SHEY03201,3,2003,Tazuko,Inoue
SHEY03201,4,2003,Koji,Mizutani
SHEY03201,5,2003,Takehiko,Yanagihara
SITA02301,1,2002,Ignacio (Inaki),Ochoa de Olza Seguin
HONG02301,1,2002,Ignacio (Inaki),Ochoa de Olza Seguin
KTOK96301,1,1996,Jean-Francois Henri Jacques,Tripard
LNKE99201,1,1999,Tamotsu,Ohnishi
LNKE99201,2,1999,Takehiko,Yanagihara
LNKE99201,3,1999,Chuldin Nuru (Chuldim),Sherpa
LNKE99201,4,1999,Kancha Dawa,Sherpa
EVER03114,26,2003,Arnaud,Saulnier
CHOB02301,1,2002,Yannick Marcel,Graziani
CHOB02301,2,2002,Asmus Aastrup,Norreslet
KANT02301,1,2002,Toyoji,Wada
KANT02301,2,2002,Katsumi,Nishida
KANT02301,3,2002,Yusuke,Ueda
KANT02301,4,2002,Atsushi,Senda
KANT02301,5,2002,Hyosuke,Tsuboi
KANT02301,6,2002,"Nanda Dorje (Naga Dorje, Nanga)",Sherpa
KANT02301,7,2002,Mingma (Ang Mingma),Sherpa
KANT02301,8,2002,Karchen Dawa,Sherpa
KANT98302,2,1998,Junichi,Noda
KANT98302,3,1998,Koji,Tanabe
KANT98302,4,1998,Ryo,Suemori
KANT98302,5,1998,Katsumi,Nishida
KTOK96301,2,1996,Philippe,Allibert
KTOK96301,3,1996,Marc Andre,Lazzaroni
KTOK96301,4,1996,Jean Francois,Manificat
KTOK96301,5,1996,Patrick,Lamotte
EVER90103,32,1990,Lobsang Dawa,
EVER90103,33,1990,Boris,Valentinov
EVER90103,34,1990,Lobsang Jia,
KTOK62101,1,1962,Shojiro,Ishizaka
KTOK62101,2,1962,Zenkichi,Hirayama
KTOK62101,3,1962,Ang Temba,Sherpa
TONG59301,5,1959,Ang Dawa,Sherpa
EVER90103,35,1990,Ray,Nichols
EVER90103,36,1990,Barbara,Fromm
EVER90103,37,1990,Patti,Riley
GIMM94301,8,1994,Susumu,Akutagawa
GIMM94301,9,1994,Osamu,Kitahara
GIMM94301,10,1994,Osamu,Wada
GIMM94301,11,1994,Shoji,Nakamura
KGUR50201,2,1950,Robert Charles,Evans
KGUR50201,3,1950,John Hubert,Emlyn Jones
KGUR50201,4,1950,William Percival (Bill),Packard
KGUR50201,5,1950,Donald George,Lowndes
KGUR50201,6,1950,James Owen Merion,Roberts
ANN452301,2,1952,Kazuhiko,Hayashi
ANN452301,3,1952,Sasuke,Nakao
ANN452301,4,1952,Jiro,Taguchi
ANN452301,5,1952,Masataka,Takagi
ANN452301,6,1952,Sakuta,Takebushi
PANG59301,3,1959,Moriaki,Abe
LIK260301,1,1960,Robert,Sandoz
LIK260301,2,1960,Cecile,Barbezat
LIK260301,3,1960,Nawang Dorje,Sherpa
PANT55101,1,1955,Alfred John (Alf),Gregory
PANT55101,2,1955,Peter,Boultbee
PANT55101,3,1955,Dennis P.,Davis
SHAL59301,1,1959,Tetsuo,Yamada
SHAL59301,2,1959,Hitoshi,Arai
SHAL59301,3,1959,Sadao (Setsuo),Hojo
SHAL59301,4,1959,Wataru,Kasai
SHAL59301,5,1959,Nobuyuki,Matsushima
SHAL59301,6,1959,Tetsuro,Terahata
SHAL59301,7,1959,Dawa Thondup (Da Thondup),Sherpa
SHAL59301,8,1959,Pasang Temba,Sherpa
CHUK53101,1,1953,Henry Cecil John,Hunt
CHUK53101,2,1953,Tenzing Norgay,
TKPO84301,1,1984,Trevor James,Pilling
TKPO84301,2,1984,John,Ball
TKPO84301,3,1984,Kurt,Arenoe
TKPO84301,4,1984,Andrew L. (Andy),Zimet
LHAS62101,10,1962,Dawa Tenzing (Da Tenzing),Sherpa
KAG162101,10,1962,Dawa Tenzing (Da Tenzing),Sherpa
KAN280101,4,1980,Jean-Claude,Chautems
KAN280101,5,1980,Andre,Egger
KAN280101,6,1980,Andre,Meillard
KAN280101,7,1980,Gilbert,Villard
YALU81102,7,1981,Kaoru,Kikuchi
YALU81102,8,1981,Kazumi,Fujikura
YALU81102,9,1981,Shigeru,Fukuyama
YALU81102,10,1981,Akinori,Hosaka
YALU81102,11,1981,Kunio,Kataoka
YALU81102,12,1981,Ryoko,Kato
YALU81102,13,1981,Yasuji,Kato
